pH,Nitrogen,Phosphorus,Potassium,Organic_Matter,Moisture,Quality
7.245071229516849,49.33949472560879,53.189609390634644,116.43132402700576,4.098021408360285,20.281424516985986,3
6.292603548243223,39.926994792488074,40.58963798115198,114.31002669306508,0.582651566493734,35.127024710156,2
7.471532807151039,46.55250085092676,26.315117289004633,221.27029661864663,1.9854810112887344,23.01813152697682,2
8.784544784612038,64.29463455035399,33.06251270200046,243.2206831929999,0.9479280611734286,25.905692647176394,2
6.148769937914996,75.55713310061029,45.14280198672472,103.55587707949171,3.283951591271396,32.17390606637717,3
6.148794564576229,61.409746617271466,67.2769656757239,116.55027837801478,1.0149835018136608,24.410365931510594,3
8.868819223261088,52.034464169435395,32.739705652055825,207.12614097520725,0.5,6.821521416701412,2
7.651152093729364,79.96023540608854,52.07181165291099,176.67599965711983,2.6437839951846382,35.405875045535474,3
5.795788421097572,43.743270538969554,35.0791532398486,183.8214052660461,0.5,37.54928829915052,2
7.3138400653789475,70.61838676733814,41.657031338292036,194.83006474265284,3.388107292081435,6.688839083995568,3
5.804873460781307,44.238744032974424,62.730951238953885,137.96339191279623,1.113555714933388,14.567087943384621,3
5.801405369644614,58.62045916021786,51.4643887213065,166.49849624950932,1.7391303778796583,45.23879617485511,3
6.862943407349051,47.72874870419097,21.380510908885647,162.6096075349046,0.5,27.32034678503912,2
3.6300796330133034,48.882956346943786,31.41287464282614,107.07541998772697,5.475153320712819,25.03551273270365,2
3.9126232512304506,42.4522696507558,58.84332016662039,165.7545471607852,0.8056276695328819,20.736165929504295,2
5.6565687061385415,76.89708062361389,42.12817063942743,211.8855348074834,2.4539981481781576,14.692973491433657,3
4.980753319498364,35.3414792378293,22.767398205762046,133.29333805783193,0.5,23.055823576936167,1
6.971370998892911,35.195354949025834,27.715713325394187,157.62846243704672,1.7464982874288415,34.74422739165711,2
5.137963886718183,92.41987131690219,50.552402840667575,160.3354458005428,5.627732671536315,24.843220406190007,3
4.381544447997063,69.55695129308663,54.91615421826445,135.76677247823648,3.4462151028980217,31.10284085893048,3
8.69847315338233,5.0,40.26782952223262,183.8450618847179,1.9145535055341307,42.65707148506563,2
6.161335549270197,38.69482521579193,77.12970701404154,115.99671843725062,2.9487397805168047,19.19521819553807,3
6.601292307031886,13.760213248758916,52.36228545183458,216.63227593479672,2.159161414970083,28.02874900658442,3
4.362877720679815,30.986186131694897,36.34778395550649,181.31027808161227,2.8613691302586197,35.04393560935678,2
5.683425913212226,5.0,27.764409278509838,103.16156996635527,4.115803078549442,15.670963665334034,2
6.666383884564799,47.260208446121155,25.376735430414378,234.90048424431268,2.5033530151394414,26.780528280658046,3
4.773509633866546,27.16116361677377,45.03131980720554,158.40507306307978,3.3299872108876567,43.72324524626361,2
7.063547027518508,51.19810513592877,32.6683443262989,113.85262413824742,3.354743246472383,21.597496195401845,2
5.599041965121793,17.497574822349506,65.10615630975137,205.22772624955957,2.510781529053385,35.683465380037894,3
6.062459375310085,51.6582370634408,61.994677043767894,174.73357597240124,1.8961110154949166,23.58863122790228,3
5.597440081655905,41.701674437593454,49.49599821245841,61.40201478829809,2.2122249650933092,42.9958701731699,2
9.0,80.03905930377192,22.315057405646566,123.71698413780732,4.048777877302616,8.545321111628947,2
6.479754162893099,78.2271372349125,29.916716911713927,163.9548668610772,4.173625057463176,25.64956191010284,3
4.91343360656615,65.70691206020567,58.835162886116514,42.021666117867056,1.2933085030972933,10.211453048541102,2
7.733817368154783,43.46772438677575,31.554007003073473,154.2535042693697,2.608515998417987,17.99123183719106,2
4.668734525043467,89.70760790520586,56.83212600879287,157.898968635263,1.8706171963464977,17.931812147048053,2
6.813295392507133,18.939294443203586,47.119058845521415,90.82540588120887,4.199928644574211,22.330436928661456,2
3.5604948141803368,21.928827408726747,40.77576827219781,163.5322443129982,2.2931954403301487,13.117086493046802,2
4.507720926652354,48.32433800221871,29.457507805968383,150.37319195625167,6.301385726357052,24.28260442440488,2
6.795291853803685,95.08076217842239,38.58634234712873,90.43529470574927,3.326846084845579,29.604665044811778,3
7.607699869993116,45.95322186259825,42.84471932312347,195.97802734314126,4.772994681334833,9.68096867378434,3
6.757052421784956,46.33509513581436,55.48808347451683,191.89268973839023,1.478083759794951,18.650675099705282,3
6.326527576417639,21.161792877763816,26.71396599049368,135.51314565738193,3.0175832236287983,50.40992132763023,2
6.048344456616067,68.91859170540756,36.05774736210827,140.07093383040882,3.9242596475553353,28.292371388658488,3
4.282217014448859,69.06352508658708,40.67234697898427,186.31319687976728,1.4500496372672997,6.8225879581823285,2
5.420233687407937,65.7815040279982,49.94017536529247,139.96684284440968,3.030514067715866,10.995341352402123,3
5.809041843560319,37.415586543052754,26.373034937158344,53.45458997399227,4.577788548300805,27.25904245372861,2
8.085683339328373,35.86586463253988,20.251453106691773,174.34682786999636,2.5088249881147715,26.00666038574238,2
7.015427434352692,24.137554991900593,50.10947727565075,109.33703396307459,1.7223712431410623,19.1255719829912,2
3.8554397669558993,51.67745003521867,17.23076327579945,130.5078472791203,5.704439183208777,46.933149568879756,2
6.986125954092192,28.391853414429967,59.27469572143252,222.8935283975738,1.242382047530552,51.18728820868654,3
5.922376579375525,26.451669895014227,37.66110853775638,143.3010762995601,3.233835942572381,22.356166401502765,2
5.484616999541062,41.526185661786485,16.787033765883304,150.08674679369366,1.93758549249479,33.729568659267386,2
7.417514433261302,40.21687649631568,32.793696708947586,175.48336377317986,1.5947486417136718,34.23166171321002,2
8.046499283743927,39.2404294235609,45.686854496038556,175.26669719370162,4.112485624054889,35.558731394775776,2
7.896920178674298,59.32889193680523,32.00948368667534,104.04011163111083,2.691696132506193,18.59914678226096,2
5.241173715166042,51.580956043005585,40.30044623236521,146.9850742232813,3.6088296981295467,44.394492172205375,3
6.0361814362231785,44.23687938977765,51.1011754855793,151.80762639629137,0.5,24.31402803765591,3
6.996895147105346,53.66025856622964,36.9671449691857,163.60134483144134,3.75467967294309,29.21992081025111,3
7.963317690683539,30.169459177907356,25.944134853007995,164.46109704583097,1.9191061322755,25.020435102283102,2
5.781238643232065,52.10557247819356,35.51524003942239,279.3720614388729,0.5,23.603138277012413,2
6.221511535004274,53.01204985689267,61.222602046888895,91.20701147063777,5.827109332180763,27.784044599378596,3
4.840497538990958,19.939062812850388,65.27596517999775,199.0045810098978,3.9015202897419408,13.14114426206483,2
4.705690063878993,69.91387508740723,9.701107390865872,209.16879029165295,3.340916119019397,5.288469808263507,2
7.718788733591297,32.37132589546009,56.36541863787215,174.63919869617635,4.874128274609799,22.866195239862734,3
8.534360042856235,51.8061959841287,43.752215740530346,117.48423025634625,3.371353922082804,16.195723630767308,2
6.391984817629499,73.2882348107054,53.85974018680225,233.23340151338132,1.8020789847845908,30.4750367798664,3
8.005299346838036,68.51353515427739,31.74267609598556,40.4008567629901,2.737548584276434,29.33790158711649,2
7.042454037571451,50.68666777137671,13.47604735747771,115.83666513910867,1.9824506802119215,25.13480019696702,2
5.532320368092313,42.75001994235863,48.76733182971193,208.58410986114058,2.2494706607629356,39.81574790554385,3
7.0420934082626205,68.95023817151134,25.885341080759247,131.4944198288741,1.113444501211138,24.9377232113703,2
8.807054849698954,63.493899556172394,19.175613527727215,229.82322624000926,1.5449691362995206,10.418491570541036,2
6.446260941335073,37.6326995991174,20.223979262898006,74.40976276607998,4.341878299003013,22.763557583455842,2
8.846965483721009,34.10212705996619,49.01370673623002,94.3949053025996,3.498113158204872,36.7096776685501,2
3.5,8.552896366080034,42.09178699043796,123.41809149365125,2.2454804212027373,6.157453270394569,2
7.732853756562836,53.08063683367175,51.73699032812011,170.86996387682643,1.4579522033052972,24.059636729500237,2
6.630570602357257,48.34604509963203,50.03612881744547,138.89899248099886,2.3919045317881005,30.75462034558955,3
6.051488974301199,72.72382749285084,33.68599653124351,125.48003737187895,0.5,51.522423345277836,3
6.637641164803253,57.18110186960733,38.94289639183816,221.01982155492618,3.189945899136529,37.082576369276055,3
3.5186466280986606,76.68458388345381,32.328437068261906,225.67224876945755,4.418207222988848,26.326163833644856,3
6.170492168243732,36.05271544167658,36.84508340701764,129.28101171462222,6.550458990088535,30.20759226346947,3
7.03566885726762,72.76300661935237,25.491178930284008,64.51160963351687,1.3451119161538223,6.023046397150743,2
8.716841067112274,39.4216724179069,45.85726440811503,42.12580854063101,4.355703668925914,14.502778140940375,2
5.722594672589529,65.55192123584544,56.12681123472635,161.96450573901782,1.9391828314531865,31.509556711106306,3
5.287259595660219,20.82483214938613,27.750804552685203,182.79778111093987,1.3073155649234813,26.61167396656318,2
5.747364434623195,54.70270598732377,59.21904468102014,153.1498892789273,1.306652806716035,27.88741186597393,3
7.873103176553111,10.306241171081801,41.702822447169126,146.4545946459621,3.2111035896404503,25.34114653677361,2
6.993126664489527,44.657250281164906,43.6161846460872,109.77286926529587,1.6038095644600958,24.949091024184856,2
5.705359694349442,58.80707987755827,14.508557205887229,182.74898969569193,2.0897313430597726,26.029306484787973,2
7.269901149670034,39.58062897537808,12.891065356513987,233.9092689449455,2.3393980038941073,14.439648157351947,2
6.64561632402206,28.991247424880655,42.16174544169523,39.15611613322221,1.8900482401516339,22.710730276550677,2
